"uid","city_name","offense_code","offense_type","offense_group","offense_against","date_single","longitude","latitude","location_type","location_category","census_block","date_start","date_end"
5159015,"Chicago","90Z","all other offenses","all other offenses","other","2018-05-28 12:00",-87.55173,41.711314,"residence","residence","170315101002023",,
5159396,"Chicago","13B","simple assault","assault offenses","persons","2018-05-28 20:00",-87.64656,41.962386,"green space","open space","170310314006004",,
5159716,"Chicago","13B","simple assault","assault offenses","persons","2018-05-29 06:26",-87.684791,41.877565,"residence","residence","170312809001007",,
5159778,"Chicago","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-05-29 08:40",-87.712626,41.894494,"street","street","170312315001002",,
5159792,"Chicago","12A","personal robbery","robbery","property","2018-05-29 09:00",-87.627749,41.792266,"street","street","170318345001003",,
5159809,"Chicago","23H","other theft","larceny/theft offenses","property","2018-05-29 09:15",-87.586109,41.757524,"other retail","retail","170318342002025",,
5159899,"Chicago","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-05-29 12:00",-87.654943,41.797224,"rapid transit","transportation","170316119002015",,
5159958,"Chicago","13B","simple assault","assault offenses","persons","2018-05-29 13:01",-87.615518,41.775928,"residence","residence","170314207005010",,
5160091,"Chicago","23H","other theft","larceny/theft offenses","property","2018-05-29 16:00",-87.633204,41.933327,"street","street","170310633032002",,
5160178,"Chicago","90J","trespass of real property","trespass of real property","society","2018-05-29 17:40",-87.6506,41.9501,"residence","residence","170310610001000",,
5160371,"Chicago","90Z","all other offenses","all other offenses","other","2018-05-29 21:50",-87.603229,41.729379,"residence","residence","170314408002010",,
5160474,"Chicago","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-05-30 01:00",-87.661972,41.885425,"residence","residence","170318330002039",,
5160534,"Chicago","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-05-30 04:17",-87.679375,41.9751,"street","street","170310404022002",,
5160722,"Chicago","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-05-30 11:45",-87.728873,41.90985,"street","street","170312306001001",,
5160752,"Chicago","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-05-30 12:01",-87.656024,41.791652,"street","street","170316701001009",,
5160787,"Chicago","26A","false pretenses/swindle/confidence game","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-05-30 13:01",-87.585437,41.726984,"office","commercial","170314803002012",,
5160824,"Chicago","23H","other theft","larceny/theft offenses","property","2018-05-30 14:00",-87.637969,41.772581,"residence","residence","170316812003005",,
5160983,"Chicago","13B","simple assault","assault offenses","persons","2018-05-30 17:00",-87.584229,41.725999,"residence","residence","170314804003019",,
5161004,"Chicago","13B","simple assault","assault offenses","persons","2018-05-30 17:20",-87.66061,41.874223,"street","street","170318329002010",,
5161074,"Chicago","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-05-30 18:33",-87.731517,41.877905,"abandoned","other","170312606002000",,
5161092,"Chicago","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-05-30 19:00",-87.654768,41.836716,"street","street","170316009003006",,
5161128,"Chicago","13B","simple assault","assault offenses","persons","2018-05-30 20:00",-87.599101,41.750483,"residence","residence","170314401011003",,
5161136,"Chicago","22A","residential burglary/breaking & entering","burglary/breaking & entering","property","2018-05-30 20:00",-87.56625,41.752719,"residence","residence","170314312001032",,
5161198,"Chicago","13B","simple assault","assault offenses","persons","2018-05-30 22:00",-87.720038,41.858409,"residence","residence","170312924001000",,
5161405,"Chicago","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-05-31 08:00",-87.569967,41.773066,"other","other","170318439005002",,
5161534,"Chicago","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-05-31 11:00",-87.696994,41.991324,"street","street","170310208022016",,
5161587,"Chicago","22A","residential burglary/breaking & entering","burglary/breaking & entering","property","2018-05-31 12:00",-87.646505,41.783362,"residence","residence","170318348001010",,
5161800,"Chicago","13B","simple assault","assault offenses","persons","2018-05-31 16:52",-87.629175,41.896664,"residence","residence","170310816002000",,
5162327,"Chicago","90Z","all other offenses","all other offenses","other","2018-06-01 08:00",-87.747959,41.877655,"residence","residence","170312522022005",,
5162434,"Chicago","12A","personal robbery","robbery","property","2018-06-01 10:10",-87.760031,41.909445,"street","street","170312507005000",,
5162625,"Chicago","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-06-01 14:32",-87.617682,41.891448,"residence","residence","170310814031009",,
5162838,"Chicago","23D","theft from building","larceny/theft offenses","property","2018-06-01 19:15",-87.759691,41.919454,"residence","residence","170311912002010",,
5162993,"Chicago","90Z","all other offenses","all other offenses","other","2018-06-01 22:34",-87.744354,41.872291,"street","street","170318314001010",,
5163100,"Chicago","240","motor vehicle theft","motor vehicle theft","property","2018-06-02 01:40",-87.687194,41.878553,"other","other","170312808001010",,
5163123,"Chicago","11D","fondling","sex offenses","persons","2018-06-02 02:30",-87.773383,41.961289,"private vehicle","vehicle","170311504014012",,
5163129,"Chicago","23C","shoplifting","larceny/theft offenses","property","2018-06-02 02:48",-87.649788,41.947318,"other retail","retail","170318320001000",,
5163768,"Chicago","90Z","all other offenses","all other offenses","other","2018-06-02 21:40",-87.727782,41.870571,"street","street","170312610002029",,
5163812,"Chicago","13A","aggravated assault","assault offenses","persons","2018-06-02 22:45",-87.677016,41.878745,"vehicle parking","open space","170318380002000",,
5164277,"Chicago","13B","simple assault","assault offenses","persons","2018-06-03 14:30",-87.706045,41.749267,"residence","residence","170317004011009",,
5164287,"Chicago","13B","simple assault","assault offenses","persons","2018-06-03 14:49",-87.665763,41.779431,"street","street","170316707002016",,
5164499,"Chicago","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-06-03 19:35",-87.720163,41.861774,"street","street","170318387001027",,
5164628,"Chicago","22A","residential burglary/breaking & entering","burglary/breaking & entering","property","2018-06-03 22:20",-87.684541,41.767491,"residence","residence","170316609002006",,
5164702,"Chicago","13B","simple assault","assault offenses","persons","2018-06-04 00:30",-87.686445,41.881757,"restaurant","leisure","170318378001034",,
5164835,"Chicago","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-06-04 08:02",-87.7039,41.847594,"residence","residence","170313009002011",,
5164878,"Chicago","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-06-04 09:00",-87.704817,41.794772,"residence","residence","170316303002020",,
5164924,"Chicago","23H","other theft","larceny/theft offenses","property","2018-06-04 10:20",-87.661235,41.854853,"residence","residence","170313106003019",,
5165213,"Chicago","23A","pocket-picking","larceny/theft offenses","property","2018-06-04 17:30",-87.624437,41.884058,"street","street","170313201001013",,
5165430,"Chicago","23H","other theft","larceny/theft offenses","property","2018-06-04 23:00",-87.637933,41.911125,"street","street","170310803003002",,
5165502,"Chicago","23D","theft from building","larceny/theft offenses","property","2018-06-05 02:00",-87.746682,41.889558,"residence","residence","170312517001046",,
5165601,"Chicago","23C","shoplifting","larceny/theft offenses","property","2018-06-05 08:29",-87.668386,41.981159,"convenience store","retail","170310309002000",,
5165732,"Chicago","13B","simple assault","assault offenses","persons","2018-06-05 12:00",-87.647948,41.716736,"school","education","170317304003008",,
5165828,"Chicago","23D","theft from building","larceny/theft offenses","property","2018-06-05 13:45",-87.668667,41.939923,"other retail","retail","170310624001016",,
5165892,"Chicago","23H","other theft","larceny/theft offenses","property","2018-06-05 15:30",-87.629208,41.874249,"street","street","170318390004002",,
5166000,"Chicago","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-06-05 17:56",-87.665759,41.685616,"street","street","170317505003052",,
5166085,"Chicago","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-06-05 19:49",-87.700355,41.809545,"street","street","170318428006004",,
5166116,"Chicago","12A","personal robbery","robbery","property","2018-06-05 20:35",-87.678848,41.91046,"street","street","170312414001001",,
5166262,"Chicago","90Z","all other offenses","all other offenses","other","2018-06-06 02:25",-87.711952,41.694182,"residence","residence","170317403003007",,
5166268,"Chicago","13B","simple assault","assault offenses","persons","2018-06-06 02:45",-87.639028,41.849059,"bar/club","leisure","170318411003022",,
5166381,"Chicago","23C","shoplifting","larceny/theft offenses","property","2018-06-06 09:00",-87.635529,41.852883,"healthcare","healthcare","170318411001024",,
5166504,"Chicago","13A","aggravated assault","assault offenses","persons","2018-06-06 12:20",-87.718642,41.836983,"school","education","170318305002004",,
5166520,"Chicago","22A","residential burglary/breaking & entering","burglary/breaking & entering","property","2018-06-06 13:00",-87.717073,41.790577,"residence","residence","170316204001014",,
5166648,"Chicago","23H","other theft","larceny/theft offenses","property","2018-06-06 16:00",-87.68577,41.919124,"residence","residence","170312216002029",,
5166665,"Chicago","13A","aggravated assault","assault offenses","persons","2018-06-06 16:17",-87.618121,41.769289,"residence","residence","170316904001007",,
5166949,"Chicago","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-06-06 22:30",-87.656471,41.73771,"residence","residence","170317111001017",,
5166998,"Chicago","90Z","all other offenses","all other offenses","other","2018-06-06 23:56",-87.644269,41.759402,"vehicle parking","open space","170316813003005",,
5167023,"Chicago","200","arson","arson","property","2018-06-07 00:40",-87.671101,41.677359,"other retail","retail","170317505004030",,
