"uid","city_name","offense_code","offense_type","offense_group","offense_against","date_single","longitude","latitude","location_type","location_category","census_block","date_start","date_end"
16221041,"New York","13B","simple assault","assault offenses","persons","2018-01-10 16:55",-73.866497,40.875126,"residence","residence","360050374002005","2018-01-10 16:50","2018-01-10 17:00"
16221118,"New York","23H","all other larceny","larceny/theft offenses","property","2018-01-10 17:55",-73.917196,40.846398,"residence","residence","360050215023001","2018-01-10 17:50","2018-01-10 18:00"
16221137,"New York","23C","shoplifting","larceny/theft offenses","property","2018-01-10 18:04",-73.968275,40.799409,"supermarket","retail","360610191006000","2018-01-10 18:00","2018-01-10 18:08"
16221276,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-10 20:02",-73.940427,40.828353,"residence","residence","360610235012002","2018-01-10 20:00","2018-01-10 20:05"
16221690,"New York","13A","aggravated assault","assault offenses","persons","2018-01-11 07:12",-73.976518,40.694381,"other","other","360470029012002","2018-01-11 06:45","2018-01-11 07:40"
16221758,"New York","13B","simple assault","assault offenses","persons","2018-01-11 09:22",-73.961616,40.603846,"street","street","360470556003000","2018-01-11 09:20","2018-01-11 09:25"
16221830,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-11 11:12",-74.085878,40.595899,"other","other","360850096011009","2018-01-11 11:12",
16221931,"New York","23B","purse-snatching","larceny/theft offenses","property","2018-01-11 12:45",-73.958293,40.815696,"rapid transit","transportation","360610219001013","2018-01-11 12:30","2018-01-11 13:00"
16222013,"New York","23H","all other larceny","larceny/theft offenses","property","2018-01-11 14:00",-73.946686,40.666072,,,"360470333003001","2018-01-11 14:00",
16222036,"New York","520","weapon law violations","weapon law violations","society","2018-01-11 14:15",-73.941409,40.800253,"street","street","360610182002000","2018-01-11 14:10","2018-01-11 14:20"
16222308,"New York","13B","simple assault","assault offenses","persons","2018-01-11 17:40",-73.843894,40.856577,"street","street","360050296002000","2018-01-11 17:30","2018-01-11 17:50"
16222346,"New York","23C","shoplifting","larceny/theft offenses","property","2018-01-11 18:12",-74.007447,40.712803,"healthcare","healthcare","360610021001007","2018-01-11 18:00","2018-01-11 18:25"
16222409,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-11 19:14",-73.967351,40.798193,"residence","residence","360610191006001","2018-01-11 19:12","2018-01-11 19:17"
16222584,"New York","12A","personal robbery","robbery","property","2018-01-11 22:12",-73.871724,40.740756,"street","street","360810461001009","2018-01-11 22:10","2018-01-11 22:15"
16222703,"New York","13B","simple assault","assault offenses","persons","2018-01-12 00:40",-73.847181,40.884281,"residence","residence","360050458004000","2018-01-12 00:01","2018-01-12 01:20"
16222764,"New York","13A","aggravated assault","assault offenses","persons","2018-01-12 01:43",-73.920193,40.809673,"residence","residence","360050039004000","2018-01-12 01:40","2018-01-12 01:47"
16222877,"New York","23A","pocket-picking","larceny/theft offenses","property","2018-01-12 05:05",-74.010801,40.711027,"other transportation","transportation","360610013001000","2018-01-12 05:00","2018-01-12 05:10"
16222929,"New York","23H","all other larceny","larceny/theft offenses","property","2018-01-12 07:27",-73.923433,40.816238,"school","education","360050065001002","2018-01-12 07:27",
16223248,"New York","90Z","all other offenses","all other offenses","other","2018-01-12 14:07",-73.945259,40.655718,"healthcare","healthcare","360470808001001","2018-01-12 13:59","2018-01-12 14:15"
16223282,"New York","90Z","all other offenses","all other offenses","other","2018-01-12 14:35",-73.833395,40.874145,"school","education","360050462018005","2018-01-12 14:30","2018-01-12 14:40"
16223316,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-12 15:10",-74.025132,40.634303,"residence","residence","360470068002002","2018-01-09 11:20","2018-01-15 19:00"
16223591,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-12 19:10",-74.004492,40.650714,"street","street","360470084002002","2018-01-12 19:00","2018-01-12 19:20"
16223670,"New York","13B","simple assault","assault offenses","persons","2018-01-12 20:10",-73.766007,40.600523,"other","other","360811008023009","2018-01-12 20:10","2018-01-12 20:10"
16223715,"New York","240","motor vehicle theft","motor vehicle theft","property","2018-01-12 20:37",-73.868704,40.854376,"street","street","360050224011002","2018-01-12 20:15","2018-01-12 21:00"
16223792,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-12 22:02",-73.889481,40.839467,"residence","residence","360050163001001","2018-01-12 22:00","2018-01-12 22:05"
16223803,"New York","90Z","all other offenses","all other offenses","other","2018-01-12 22:15",-74.083401,40.625599,"residence","residence","360850021003008","2018-01-12 22:00","2018-01-12 22:30"
16224122,"New York","13B","simple assault","assault offenses","persons","2018-01-13 03:30",-73.817059,40.73979,"residence","residence","360810837004004","2018-01-13 03:00","2018-01-13 04:00"
16224310,"New York","90Z","all other offenses","all other offenses","other","2018-01-13 09:40",-73.969438,40.79279,"residence","residence","360610181001000","2018-01-13 09:30","2018-01-13 09:50"
16224314,"New York","90Z","all other offenses","all other offenses","other","2018-01-13 09:45",-73.976944,40.694134,"residence","residence","360470029012005","2018-01-13 09:30","2018-01-13 10:00"
16224361,"New York","250","counterfeiting/forgery","counterfeiting/forgery","property","2018-01-13 10:50",-73.931122,40.668806,"street","street","360470351002000","2018-01-13 10:45","2018-01-13 10:55"
16224415,"New York","12A","personal robbery","robbery","property","2018-01-13 11:59",-73.894192,40.676867,"street","street","360471198002001","2018-01-13 11:55","2018-01-13 12:04"
16224469,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-13 13:00",-74.016694,40.635529,"street","street","360470122003005","2018-01-13 13:00",
16224562,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-13 14:30",-73.947957,40.662927,"residence","residence","360470329003001","2018-01-13 11:00","2018-01-13 18:00"
16224634,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-13 15:45",-73.792251,40.704648,"other retail","retail","360810444001003","2018-01-13 15:30","2018-01-13 16:00"
16224691,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-13 16:30",-73.799677,40.703555,"street","street","360810446011003","2018-01-13 16:30",
16225043,"New York","23C","shoplifting","larceny/theft offenses","property","2018-01-13 22:16",-73.982101,40.774238,"other retail","retail","360610153004000","2018-01-13 21:11","2018-01-13 23:22"
16225092,"New York","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-13 23:15",-73.767859,40.596994,"street","street","360811008024012","2018-01-13 11:00","2018-01-14 11:30"
16225267,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-14 02:30",-73.993562,40.759708,"residence","residence","360610121003000","2018-01-13 20:00","2018-01-14 09:00"
16225297,"New York","90D","driving under the influence","driving under the influence","society","2018-01-14 03:12",-74.003908,40.651274,"street","street","360470084002001","2018-01-14 03:10","2018-01-14 03:15"
16225434,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-14 07:02",-73.900923,40.849051,"residence","residence","360050379001005","2018-01-14 07:00","2018-01-14 07:05"
16225517,"New York","13A","aggravated assault","assault offenses","persons","2018-01-14 09:45",-73.938366,40.701553,"street","street","360470489003000","2018-01-14 09:30","2018-01-14 10:00"
16225566,"New York","23H","all other larceny","larceny/theft offenses","property","2018-01-14 11:00",-73.908516,40.826748,"residence","residence","360050185001006","2018-01-14 10:55","2018-01-14 11:05"
16225593,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-14 11:30",-74.07459,40.629354,"street","street","360850021002000","2018-01-12 16:30","2018-01-16 06:30"
16225726,"New York","13B","simple assault","assault offenses","persons","2018-01-14 14:05",-73.871024,40.75017,"residence","residence","360810273004000","2018-01-14 14:00","2018-01-14 14:10"
16225773,"New York","13B","simple assault","assault offenses","persons","2018-01-14 14:49",-73.954078,40.67731,"residence","residence","360470221001001","2018-01-14 14:45","2018-01-14 14:53"
16225881,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-14 17:17",-74.033597,40.631671,"street","street","360470044001008","2018-01-14 17:17","2018-01-14 17:17"
16225883,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-14 17:18",-74.03345,40.632036,"street","street","360470044001000","2018-01-14 17:17","2018-01-14 17:20"
16225976,"New York","90Z","all other offenses","all other offenses","other","2018-01-14 19:07",-73.905173,40.857239,"residence","residence","360050239004004","2018-01-14 19:07",
16226028,"New York","250","counterfeiting/forgery","counterfeiting/forgery","property","2018-01-14 20:06",-73.898919,40.869667,"street","street","360050267022000","2018-01-14 20:04","2018-01-14 20:09"
16226049,"New York","13B","simple assault","assault offenses","persons","2018-01-14 20:31",-73.887455,40.83428,"residence","residence","360050157002000","2018-01-14 20:23","2018-01-14 20:40"
16226226,"New York","12A","personal robbery","robbery","property","2018-01-15 00:30",-73.873276,40.679928,"street","street","360471178001008","2018-01-15 00:20","2018-01-15 00:40"
16226356,"New York","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-15 04:01",-73.916327,40.824253,"street","street","360050141003004","2018-01-15 04:00","2018-01-15 04:02"
16226394,"New York","13B","simple assault","assault offenses","persons","2018-01-15 05:24",-73.919227,40.807568,"restaurant","leisure","360050039005001","2018-01-15 05:24",
16226424,"New York","26U","other fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-01-15 07:00",-74.005578,40.623818,"residence","residence","360470196003002","2018-01-15 07:00",
16226455,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-15 08:30",-73.927878,40.694912,"school","education","360470393001005","2018-01-15 07:00","2018-01-15 10:00"
16226465,"New York","90Z","all other offenses","all other offenses","other","2018-01-15 08:42",-73.881774,40.67986,"residence","residence","360471168001002","2018-01-15 08:40","2018-01-15 08:45"
16226472,"New York","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-01-15 09:00",-73.805546,40.706938,"finance","commercial","360810236001004","2018-01-13 10:00","2018-01-17 08:00"
16226486,"New York","90Z","all other offenses","all other offenses","other","2018-01-15 09:40",-73.909447,40.636573,"residence","residence","360470956002003","2018-01-15 09:35","2018-01-15 09:45"
16226510,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-15 10:12",-73.90764,40.699968,"residence","residence","360810551002003","2018-01-15 09:30","2018-01-15 10:54"
16226596,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-15 12:01",-73.927862,40.646448,"other","other","360470848001002","2018-01-01 00:01","2018-01-30 00:01"
16226787,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-15 15:19",-73.854629,40.840515,"street","street","360050210022000","2018-01-15 15:00","2018-01-15 15:38"
16226829,"New York","23C","shoplifting","larceny/theft offenses","property","2018-01-15 16:07",-74.007447,40.712803,"street","street","360610021001007","2018-01-15 16:00","2018-01-15 16:14"
16227017,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-15 18:50",-73.878557,40.684792,"residence","residence","360471176011002","2017-12-26 18:00","2018-02-04 19:40"
16227348,"New York","90Z","all other offenses","all other offenses","other","2018-01-16 01:59",-73.989775,40.599487,"bar/club","leisure","360470298003002","2018-01-16 01:32","2018-01-16 02:27"
16227491,"New York","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-16 07:15",-73.998966,40.724828,"street","street","360610049001002","2018-01-16 07:00","2018-01-16 07:30"
16227498,"New York","90Z","all other offenses","all other offenses","other","2018-01-16 07:37",-73.833395,40.874145,"street","street","360050462018005","2018-01-16 07:30","2018-01-16 07:45"
16227500,"New York","13B","simple assault","assault offenses","persons","2018-01-16 07:39",-73.887696,40.837503,"residence","residence","360050155001000","2018-01-16 07:33","2018-01-16 07:45"
16227748,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-16 12:15",-73.762157,40.697687,"other retail","retail","360810526001002","2018-01-16 12:15",
16227808,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-16 13:24",-73.91711,40.834272,"street","street","360050181024000","2018-01-16 13:24",
16228173,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-16 18:17",-73.947517,40.791892,"residence","residence","360610172003002","2018-01-16 18:15","2018-01-16 18:20"
16228199,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-16 18:37",-73.947517,40.791892,"residence","residence","360610172003002","2018-01-16 18:37",
16228275,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-16 19:47",-73.833692,40.69891,"other","other","360810132002013","2018-01-16 19:45","2018-01-16 19:50"
16229027,"New York","90Z","all other offenses","all other offenses","other","2018-01-17 13:01",-73.988069,40.773882,"residence","residence","360610151001000","2018-01-17 13:01",
16229122,"New York","520","weapon law violations","weapon law violations","society","2018-01-17 14:30",-73.9108,40.678286,"government","government","360470369003002","2018-01-17 14:25","2018-01-17 14:35"
16229330,"New York","12A","personal robbery","robbery","property","2018-01-17 17:17",-73.941347,40.813446,"street","street","360610228002002","2018-01-17 17:15","2018-01-17 17:19"
16229334,"New York","23A","pocket-picking","larceny/theft offenses","property","2018-01-17 17:22",-73.941347,40.813446,"street","street","360610228002002","2018-01-17 17:20","2018-01-17 17:24"
16229409,"New York","23C","shoplifting","larceny/theft offenses","property","2018-01-17 18:23",-73.908552,40.816068,"other retail","retail","360050073002000","2018-01-17 18:20","2018-01-17 18:26"
16229428,"New York","12A","personal robbery","robbery","property","2018-01-17 18:35",-73.853264,40.746841,"green space","open space","360810383021148","2018-01-17 18:20","2018-01-17 18:50"
16229521,"New York","90Z","all other offenses","all other offenses","other","2018-01-17 20:06",-73.910123,40.655861,"street","street","360470916004002","2018-01-17 20:06","2018-01-17 20:07"
16229693,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-18 00:00",-74.226083,40.548023,"street","street","360850226001001","2018-01-01 00:00","2018-02-04 00:00"
16229704,"New York","22A","residential burglary/breaking & entering","burglary/breaking & entering","property","2018-01-18 00:00",-73.85014,40.872595,"residence","residence","360050364001003","2018-01-17 12:30","2018-01-18 11:30"
16229713,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-18 00:10",-73.999172,40.711585,"residence","residence","360610025001002","2018-01-17 23:20","2018-01-18 01:00"
16229745,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-18 01:00",-73.918933,40.684616,"office","commercial","360470377002000","2018-01-18 01:00",
16229829,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-18 03:00",-73.892439,40.85394,"residence","residence","360050385004000","2018-01-18 02:30","2018-01-18 03:30"
16230122,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-18 11:05",-73.983754,40.731859,"healthcare","healthcare","360610048005002","2018-01-18 11:00","2018-01-18 11:10"
16230473,"New York","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-18 15:52",-73.843731,40.852081,"other retail","retail","360050296001016","2018-01-18 13:30","2018-01-18 18:15"
16230920,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-18 22:18",-73.946718,40.697549,"residence","residence","360470259021000","2018-01-18 22:15","2018-01-18 22:21"
16230934,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-18 22:37",-73.832208,40.678415,"street","street","360810096002004","2018-01-18 22:37","2018-01-18 22:37"
16231042,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-19 00:52",-73.993776,40.635123,"residence","residence","360470220001001","2018-01-18 16:40","2018-01-19 09:05"
16231114,"New York","90Z","all other offenses","all other offenses","other","2018-01-19 02:22",-73.958277,40.656608,"residence","residence","360470796012001","2018-01-19 00:48","2018-01-19 03:57"
16231256,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-19 07:45",-73.912145,40.672655,"restaurant","leisure","360470363001003","2018-01-19 07:45","2018-01-19 07:46"
16231340,"New York","11D","fondling","sex offenses","persons","2018-01-19 09:40",-74.00709,40.720255,"healthcare","healthcare","360610033003014","2018-01-19 09:20","2018-01-19 10:00"
16231635,"New York","90Z","all other offenses","all other offenses","other","2018-01-19 15:00",-74.009062,40.710895,"street","street","360610013001009","2018-01-19 15:00",
16231894,"New York","520","weapon law violations","weapon law violations","society","2018-01-19 18:18",-73.930385,40.676606,"street","street","360470309001000","2018-01-19 18:16","2018-01-19 18:20"
16231959,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-19 19:22",-73.816011,40.586231,"other retail","retail","360810942022022","2018-01-19 19:15","2018-01-19 19:30"
16231994,"New York","12A","personal robbery","robbery","property","2018-01-19 19:51",-73.921466,40.808513,"residence","residence","360050039005001","2018-01-19 19:45","2018-01-19 19:58"
16232106,"New York","90Z","all other offenses","all other offenses","other","2018-01-19 21:22",-73.987781,40.74978,"rapid transit","transportation","360610109001011","2018-01-19 21:15","2018-01-19 21:30"
16232141,"New York","23H","all other larceny","larceny/theft offenses","property","2018-01-19 22:00",-73.897441,40.861907,"finance","commercial","360050237031000","2018-01-11 22:00","2018-01-27 22:00"
16232170,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-19 22:22",-73.976581,40.75167,"restaurant","leisure","360610092001009","2018-01-19 22:15","2018-01-19 22:30"
16232206,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-19 23:00",-73.976702,40.683794,"office","commercial","360470035001007","2018-01-19 23:00",
16232611,"New York","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-01-20 06:30",-73.999926,40.657074,"residence","residence","360470101001005","2018-01-20 06:30",
16232767,"New York","90Z","all other offenses","all other offenses","other","2018-01-20 11:02",-74.075676,40.640212,"office","commercial","360850003002002","2018-01-20 11:00","2018-01-20 11:05"
16232771,"New York","90Z","all other offenses","all other offenses","other","2018-01-20 11:07",-74.007269,40.604563,"office","commercial","360470178002006","2018-01-20 11:00","2018-01-20 11:15"
16232873,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-20 12:57",-73.793242,40.706102,"other retail","retail","360810460002005","2018-01-20 12:55","2018-01-20 13:00"
16232895,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-20 13:14",-73.895873,40.821821,"residence","residence","360050087005000","2018-01-20 13:05","2018-01-20 13:23"
16233115,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-20 16:30",-73.987988,40.762269,"other","other","360610127005000","2018-01-20 16:00","2018-01-20 17:00"
16233145,"New York","13B","simple assault","assault offenses","persons","2018-01-20 17:00",-73.916237,40.691861,"residence","residence","360470415003002","2018-01-20 14:30","2018-01-20 19:30"
16233163,"New York","250","counterfeiting/forgery","counterfeiting/forgery","property","2018-01-20 17:19",-73.949574,40.650815,"street","street","360470820003001","2018-01-20 17:15","2018-01-20 17:23"
16233243,"New York","23C","shoplifting","larceny/theft offenses","property","2018-01-20 18:43",-73.975332,40.752438,"other retail","retail","360610092001009","2018-01-20 18:42","2018-01-20 18:45"
16233305,"New York","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-20 19:30",-73.907727,40.842977,"street","street","360050229021003","2018-01-20 19:30",
16233309,"New York","90C","disorderly conduct","disorderly conduct","society","2018-01-20 19:31",-74.000903,40.718705,"other retail","retail","360610045001010","2018-01-20 19:20","2018-01-20 19:42"
16233552,"New York","11D","fondling","sex offenses","persons","2018-01-21 00:00",-73.875657,40.756861,"residence","residence","360810351001002","2018-01-01 00:05","2018-02-09 23:55"
16233580,"New York","13A","aggravated assault","assault offenses","persons","2018-01-21 00:16",-73.887919,40.865639,"street","street","360050405023002","2018-01-21 00:15","2018-01-21 00:18"
16233622,"New York","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-21 01:00",-73.880052,40.877927,"street","street","360050419001001","2017-09-30 10:00","2018-05-13 18:00"
16233663,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-21 01:30",-73.951901,40.736917,"other","other","360470579002003","2018-01-20 22:00","2018-01-21 05:00"
16233741,"New York","90Z","all other offenses","all other offenses","other","2018-01-21 02:40",-73.906864,40.687684,"residence","residence","360470411001001","2018-01-21 02:40",
16233744,"New York","90Z","all other offenses","all other offenses","other","2018-01-21 02:42",-73.957052,40.817205,"residence","residence","360610219003003","2018-01-18 10:00","2018-01-23 19:24"
16233854,"New York","90D","driving under the influence","driving under the influence","society","2018-01-21 04:24",-73.832028,40.837188,"street","street","360050184004006","2018-01-21 04:22","2018-01-21 04:27"
16233899,"New York","13B","simple assault","assault offenses","persons","2018-01-21 05:07",-73.745171,40.677792,"convenience store","retail","360810630001004","2018-01-21 05:00","2018-01-21 05:15"
16234028,"New York","23H","all other larceny","larceny/theft offenses","property","2018-01-21 09:00",-73.939832,40.835497,"other retail","retail","360610243012001","2018-01-11 09:00","2018-01-31 09:00"
16234039,"New York","90Z","all other offenses","all other offenses","other","2018-01-21 09:07",-73.860871,40.824691,"residence","residence","360050042003007","2018-01-21 09:07",
16234114,"New York","13B","simple assault","assault offenses","persons","2018-01-21 11:07",-73.754785,40.680195,"other retail","retail","360810352001014","2018-01-21 11:00","2018-01-21 11:15"
16234246,"New York","210","extortion/blackmail","extortion/blackmail","property","2018-01-21 13:35",-73.765526,40.696423,"residence","residence","360810400002009","2018-01-21 12:30","2018-01-21 14:40"
16234288,"New York","23C","shoplifting","larceny/theft offenses","property","2018-01-21 14:20",-74.164084,40.586926,"other retail","retail","360850277063002","2018-01-21 14:20","2018-01-21 14:20"
16234372,"New York","90Z","all other offenses","all other offenses","other","2018-01-21 15:50",-73.884372,40.791152,"other","other","360050001001021","2018-01-21 15:50","2018-01-21 15:50"
16234391,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-21 16:10",-73.974261,40.740825,"residence","residence","360610062001000","2018-01-21 16:00","2018-01-21 16:20"
16234501,"New York","23C","shoplifting","larceny/theft offenses","property","2018-01-21 17:57",-74.001344,40.741382,"other retail","retail","360610083001001","2018-01-21 17:55","2018-01-21 18:00"
16234568,"New York","23C","shoplifting","larceny/theft offenses","property","2018-01-21 19:10",-73.919458,40.837782,"other retail","retail","360050221013002","2018-01-21 19:10",
16234794,"New York","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-01-21 23:30",-74.006208,40.741313,"residence","residence","360610083003003","2018-01-21 09:00","2018-01-22 14:00"
16234899,"New York","13B","simple assault","assault offenses","persons","2018-01-22 01:33",-73.950049,40.637339,"residence","residence","360470788003000","2018-01-22 01:30","2018-01-22 01:37"
16234967,"New York","13B","simple assault","assault offenses","persons","2018-01-22 02:55",-73.898483,40.849521,"residence","residence","360050379001003","2018-01-22 02:50","2018-01-22 03:00"
16235034,"New York","13A","aggravated assault","assault offenses","persons","2018-01-22 05:20",-73.894606,40.857771,"residence","residence","360050383023000","2018-01-22 05:20",
16235054,"New York","90Z","all other offenses","all other offenses","other","2018-01-22 06:29",-73.736326,40.651597,"residence","residence","360810664008000","2018-01-22 06:29",
16235195,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-22 10:17",-73.981299,40.659309,"supermarket","retail","360470169003000","2018-01-22 10:15","2018-01-22 10:20"
16235204,"New York","13B","simple assault","assault offenses","persons","2018-01-22 10:30",-73.903009,40.81428,"residence","residence","360050083003001","2018-01-22 10:20","2018-01-22 10:40"
16235364,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-22 13:15",-73.816102,40.585943,"street","street","360810942031010","2018-01-22 13:10","2018-01-22 13:21"
16235365,"New York","13B","simple assault","assault offenses","persons","2018-01-22 13:15",-73.872773,40.736055,"street","street","360810457002002","2018-01-22 13:00","2018-01-22 13:30"
16235417,"New York","13B","simple assault","assault offenses","persons","2018-01-22 14:07",-73.918667,40.816337,"street","street","360050065001000","2018-01-22 14:00","2018-01-22 14:15"
16235472,"New York","90Z","all other offenses","all other offenses","other","2018-01-22 14:45",-73.939354,40.848262,"residence","residence","360610265002010","2018-01-22 14:40","2018-01-22 14:50"
16235684,"New York","13B","simple assault","assault offenses","persons","2018-01-22 17:27",-73.863049,40.674369,"other","other","360471200002001","2018-01-22 17:25","2018-01-22 17:30"
16235872,"New York","13A","aggravated assault","assault offenses","persons","2018-01-22 20:25",-73.943831,40.807085,"other retail","retail","360610200002000","2018-01-22 20:25","2018-01-22 20:26"
16235876,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-22 20:25",-73.982758,40.759252,"other","other","360610125001003","2018-01-22 19:50","2018-01-22 21:00"
16235989,"New York","12A","personal robbery","robbery","property","2018-01-22 22:37",-74.082358,40.62075,"residence","residence","360850029001007","2018-01-22 22:30","2018-01-22 22:45"
16236108,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-23 01:30",-73.832574,40.712207,"street","street","360810773002002","2018-01-22 19:00","2018-01-23 08:00"
16236154,"New York","23H","all other larceny","larceny/theft offenses","property","2018-01-23 02:30",-73.945833,40.707839,"residence","residence","360470505002001","2017-12-16 14:00","2018-03-01 15:00"
16236226,"New York","26C","impersonation","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-01-23 04:30",-74.022267,40.634051,"residence","residence","360470130001000","2018-01-22 10:00","2018-01-23 23:00"
16236376,"New York","13B","simple assault","assault offenses","persons","2018-01-23 09:50",-73.895103,40.861413,"residence","residence","360050399024000","2018-01-23 09:40","2018-01-23 10:00"
16236530,"New York","90Z","all other offenses","all other offenses","other","2018-01-23 12:40",-73.817136,40.715661,"other retail","retail","360810220011003","2018-01-23 07:50","2018-01-23 17:30"
16236707,"New York","90Z","all other offenses","all other offenses","other","2018-01-23 15:00",-73.877852,40.758521,"residence","residence","360810351003002","2018-01-23 14:00","2018-01-23 16:00"
16237224,"New York","90Z","all other offenses","all other offenses","other","2018-01-23 21:30",-73.977726,40.716194,"residence","residence","360610010023004","2018-01-23 21:30",
16237326,"New York","13B","simple assault","assault offenses","persons","2018-01-23 23:07",-73.945124,40.680158,"street","street","360470269003002","2018-01-23 23:05","2018-01-23 23:10"
16237346,"New York","90Z","all other offenses","all other offenses","other","2018-01-23 23:32",-73.843996,40.78388,"residence","residence","360810925001005","2018-01-23 23:30","2018-01-23 23:35"
16237470,"New York","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property","2018-01-24 02:07",-74.133003,40.607245,"street","street","360850189023003","2018-01-23 20:45","2018-01-24 07:30"
16237672,"New York","90Z","all other offenses","all other offenses","other","2018-01-24 08:29",-74.184387,40.565055,,,"360850228001020","2018-01-19 08:40","2018-01-29 08:19"
16237726,"New York","13B","simple assault","assault offenses","persons","2018-01-24 09:40",-73.90526,40.834227,"residence","residence","360050147013000","2018-01-24 09:38","2018-01-24 09:43"
16237761,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-24 10:25",-74.013877,40.63997,"residence","residence","360470102003001","2018-01-22 11:00","2018-01-26 09:50"
16237945,"New York","23C","shoplifting","larceny/theft offenses","property","2018-01-24 13:21",-73.947098,40.654975,"other retail","retail","360470818001000","2018-01-24 13:17","2018-01-24 13:25"
16237948,"New York","250","counterfeiting/forgery","counterfeiting/forgery","property","2018-01-24 13:25",-73.741413,40.674509,"street","street","360810632002007","2018-01-24 13:20","2018-01-24 13:30"
